,GEO_ID,Uninsured_Adult19_64
"Block Group 1, Census Tract 20.27, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002027> block group:1",1500000US370630020271,0.20146137787056367
"Block Group 1, Census Tract 18.06, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001806> block group:1",1500000US370630018061,0.33143264433357095
"Block Group 2, Census Tract 18.06, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001806> block group:2",1500000US370630018062,0.13333333333333333
"Block Group 1, Census Tract 20.21, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002021> block group:1",1500000US370630020211,0.09836065573770492
"Block Group 2, Census Tract 20.21, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002021> block group:2",1500000US370630020212,0.027807486631016044
"Block Group 1, Census Tract 20.22, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002022> block group:1",1500000US370630020221,0.09347553324968633
"Block Group 2, Census Tract 20.22, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002022> block group:2",1500000US370630020222,0.03884795713328868
"Block Group 1, Census Tract 20.23, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002023> block group:1",1500000US370630020231,0.1137218045112782
"Block Group 2, Census Tract 20.23, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002023> block group:2",1500000US370630020232,0.018379281537176273
"Block Group 1, Census Tract 20.24, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002024> block group:1",1500000US370630020241,0.029637377963737797
"Block Group 2, Census Tract 20.24, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002024> block group:2",1500000US370630020242,0.09349593495934959
"Block Group 3, Census Tract 20.24, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002024> block group:3",1500000US370630020243,0.0175
"Block Group 1, Census Tract 20.25, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002025> block group:1",1500000US370630020251,0.08673469387755102
"Block Group 5, Census Tract 17.07, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001707> block group:5",1500000US370630017075,0.0
"Block Group 3, Census Tract 20.18, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002018> block group:3",1500000US370630020183,0.061378659112370164
"Block Group 4, Census Tract 17.07, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001707> block group:4",1500000US370630017074,0.0008936550491510277
"Block Group 2, Census Tract 20.16, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002016> block group:2",1500000US370630020162,0.23229813664596274
"Block Group 1, Census Tract 18.07, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001807> block group:1",1500000US370630018071,0.345703125
"Block Group 2, Census Tract 18.07, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001807> block group:2",1500000US370630018072,0.13408269771176234
"Block Group 3, Census Tract 18.07, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001807> block group:3",1500000US370630018073,0.12797074954296161
"Block Group 1, Census Tract 18.08, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001808> block group:1",1500000US370630018081,0.038172715894868585
"Block Group 2, Census Tract 18.08, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001808> block group:2",1500000US370630018082,0.1083663481705896
"Block Group 2, Census Tract 18.09, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001809> block group:2",1500000US370630018092,0.09596293845135671
"Block Group 1, Census Tract 18.09, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001809> block group:1",1500000US370630018091,0.09920468815403935
"Block Group 2, Census Tract 20.25, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002025> block group:2",1500000US370630020252,0.08995327102803738
"Block Group 3, Census Tract 20.25, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002025> block group:3",1500000US370630020253,0.0629514963880289
"Block Group 1, Census Tract 20.28, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002028> block group:1",1500000US370630020281,0.03062869425040301
"Block Group 2, Census Tract 20.28, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002028> block group:2",1500000US370630020282,0.10193050193050193
"Block Group 4, Census Tract 10.02, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001002> block group:4",1500000US370630010024,0.6510638297872341
"Block Group 3, Census Tract 10.02, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001002> block group:3",1500000US370630010023,0.4697885196374622
"Block Group 2, Census Tract 6, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000600> block group:2",1500000US370630006002,0.31857891671520094
"Block Group 1, Census Tract 6, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000600> block group:1",1500000US370630006001,0.2894867962132536
"Block Group 1, Census Tract 13.04, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001304> block group:1",1500000US370630013041,0.42144495412844035
"Block Group 1, Census Tract 17.10, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001710> block group:1",1500000US370630017101,0.19380281690140846
"Block Group 2, Census Tract 17.10, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001710> block group:2",1500000US370630017102,0.290491118077325
"Block Group 3, Census Tract 17.11, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001711> block group:3",1500000US370630017113,0.19378427787934185
"Block Group 1, Census Tract 17.11, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001711> block group:1",1500000US370630017111,0.33256616800920596
"Block Group 2, Census Tract 17.11, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001711> block group:2",1500000US370630017112,0.36758563074352546
"Block Group 4, Census Tract 18.01, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001801> block group:4",1500000US370630018014,0.38672438672438675
"Block Group 3, Census Tract 18.01, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001801> block group:3",1500000US370630018013,0.2600896860986547
"Block Group 2, Census Tract 18.01, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001801> block group:2",1500000US370630018012,0.4040632054176072
"Block Group 5, Census Tract 18.01, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001801> block group:5",1500000US370630018015,0.1388888888888889
"Block Group 1, Census Tract 18.01, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001801> block group:1",1500000US370630018011,0.08987854251012145
"Block Group 1, Census Tract 19, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001900> block group:1",1500000US370630019001,0.044859813084112146
"Block Group 2, Census Tract 19, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001900> block group:2",1500000US370630019002,0.07669789227166277
"Block Group 2, Census Tract 20.07, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002007> block group:2",1500000US370630020072,0.13904109589041097
"Block Group 3, Census Tract 20.07, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002007> block group:3",1500000US370630020073,0.0
"Block Group 1, Census Tract 20.07, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002007> block group:1",1500000US370630020071,0.06223717409587889
"Block Group 1, Census Tract 1.01, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000101> block group:1",1500000US370630001011,0.279651795429815
"Block Group 2, Census Tract 1.01, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000101> block group:2",1500000US370630001012,0.3346814964610718
"Block Group 1, Census Tract 1.02, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000102> block group:1",1500000US370630001021,0.526100307062436
"Block Group 2, Census Tract 18.02, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001802> block group:2",1500000US370630018022,0.6158445440956651
"Block Group 2, Census Tract 10.02, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001002> block group:2",1500000US370630010022,0.16446124763705103
"Block Group 1, Census Tract 13.01, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001301> block group:1",1500000US370630013011,0.3003533568904594
"Block Group 1, Census Tract 13.03, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001303> block group:1",1500000US370630013031,0.08409859835669406
"Block Group 2, Census Tract 13.03, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001303> block group:2",1500000US370630013032,0.4430379746835443
"Block Group 1, Census Tract 15.03, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001503> block group:1",1500000US370630015031,0.027332704995287466
"Block Group 1, Census Tract 16.03, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001603> block group:1",1500000US370630016031,0.21597633136094674
"Block Group 2, Census Tract 16.03, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001603> block group:2",1500000US370630016032,0.04728260869565217
"Block Group 3, Census Tract 16.03, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001603> block group:3",1500000US370630016033,0.09973753280839895
"Block Group 4, Census Tract 16.03, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001603> block group:4",1500000US370630016034,0.036571428571428574
"Block Group 1, Census Tract 17.05, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001705> block group:1",1500000US370630017051,0.2202572347266881
"Block Group 2, Census Tract 17.05, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001705> block group:2",1500000US370630017052,0.14021571648690292
"Block Group 3, Census Tract 17.05, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001705> block group:3",1500000US370630017053,0.16319824753559695
"Block Group 3, Census Tract 4.01, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000401> block group:3",1500000US370630004013,0.12167832167832168
"Block Group 1, Census Tract 4.01, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000401> block group:1",1500000US370630004011,0.06478405315614617
"Block Group 2, Census Tract 4.01, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000401> block group:2",1500000US370630004012,0.06461086637298091
"Block Group 1, Census Tract 7, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000700> block group:1",1500000US370630007001,0.18590704647676162
"Block Group 3, Census Tract 7, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000700> block group:3",1500000US370630007003,0.14375
"Block Group 2, Census Tract 7, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000700> block group:2",1500000US370630007002,0.1308411214953271
"Block Group 1, Census Tract 17.09, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001709> block group:1",1500000US370630017091,0.16829745596868884
"Block Group 3, Census Tract 17.09, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001709> block group:3",1500000US370630017093,0.17413666421748714
"Block Group 2, Census Tract 17.09, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001709> block group:2",1500000US370630017092,0.288695652173913
"Block Group 1, Census Tract 20.08, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002008> block group:1",1500000US370630020081,0.0
"Block Group 2, Census Tract 20.08, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002008> block group:2",1500000US370630020082,0.01660377358490566
"Block Group 3, Census Tract 20.13, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002013> block group:3",1500000US370630020133,0.05403348554033485
"Block Group 1, Census Tract 20.13, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002013> block group:1",1500000US370630020131,0.13442622950819672
"Block Group 2, Census Tract 20.13, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002013> block group:2",1500000US370630020132,0.18
"Block Group 3, Census Tract 3.01, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000301> block group:3",1500000US370630003013,0.18566176470588236
"Block Group 1, Census Tract 3.01, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000301> block group:1",1500000US370630003011,0.16402877697841728
"Block Group 2, Census Tract 3.01, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000301> block group:2",1500000US370630003012,0.32524271844660196
"Block Group 2, Census Tract 3.02, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000302> block group:2",1500000US370630003022,0.1
"Block Group 1, Census Tract 3.02, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000302> block group:1",1500000US370630003021,0.0
"Block Group 3, Census Tract 3.02, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000302> block group:3",1500000US370630003023,0.1710758377425044
"Block Group 1, Census Tract 20.18, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002018> block group:1",1500000US370630020181,0.015254237288135594
"Block Group 3, Census Tract 21, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002100> block group:3",1500000US370630021003,0.034129692832764506
"Block Group 1, Census Tract 21, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002100> block group:1",1500000US370630021001,0.07401315789473684
"Block Group 2, Census Tract 21, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002100> block group:2",1500000US370630021002,0.11569052783803326
"Block Group 2, Census Tract 20.18, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002018> block group:2",1500000US370630020182,0.11314475873544093
"Block Group 3, Census Tract 16.01, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001601> block group:3",1500000US370630016013,0.018617021276595744
"Block Group 1, Census Tract 16.01, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001601> block group:1",1500000US370630016011,0.1608695652173913
"Block Group 2, Census Tract 16.01, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001601> block group:2",1500000US370630016012,0.08417338709677419
"Block Group 3, Census Tract 18.02, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001802> block group:3",1500000US370630018023,0.3932748538011696
"Block Group 1, Census Tract 18.02, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001802> block group:1",1500000US370630018021,0.20371694067190851
"Block Group 2, Census Tract 20.15, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002015> block group:2",1500000US370630020152,0.35110163468372424
"Block Group 1, Census Tract 20.15, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002015> block group:1",1500000US370630020151,0.3582169709989259
"Block Group 1, Census Tract 5, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000500> block group:1",1500000US370630005001,0.18693009118541035
"Block Group 4, Census Tract 5, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000500> block group:4",1500000US370630005004,0.44957081545064376
"Block Group 3, Census Tract 5, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000500> block group:3",1500000US370630005003,0.3627329192546584
"Block Group 2, Census Tract 5, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000500> block group:2",1500000US370630005002,0.09318181818181819
"Block Group 2, Census Tract 11, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001100> block group:2",1500000US370630011002,0.4663278271918678
"Block Group 1, Census Tract 11, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001100> block group:1",1500000US370630011001,0.346031746031746
"Block Group 1, Census Tract 14, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001400> block group:1",1500000US370630014001,0.1717171717171717
"Block Group 2, Census Tract 14, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001400> block group:2",1500000US370630014002,0.3582251082251082
"Block Group 2, Census Tract 15.02, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001502> block group:2",1500000US370630015022,0.0189873417721519
"Block Group 1, Census Tract 15.02, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001502> block group:1",1500000US370630015021,0.36574585635359114
"Block Group 1, Census Tract 17.08, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001708> block group:1",1500000US370630017081,0.19394957983193278
"Block Group 1, Census Tract 20.09, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002009> block group:1",1500000US370630020091,0.23376623376623376
"Block Group 3, Census Tract 6, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000600> block group:3",1500000US370630006003,0.05027932960893855
"Block Group 3, Census Tract 20.17, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002017> block group:3",1500000US370630020173,0.067461949814891
"Block Group 1, Census Tract 15.01, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001501> block group:1",1500000US370630015011,0.04279544562230075
"Block Group 2, Census Tract 20.17, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002017> block group:2",1500000US370630020172,0.02066115702479339
"Block Group 1, Census Tract 20.17, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002017> block group:1",1500000US370630020171,0.039056742815033164
"Block Group 2, Census Tract 9, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000900> block group:2",1500000US370630009002,0.3454861111111111
"Block Group 1, Census Tract 9, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000900> block group:1",1500000US370630009001,0.5151915455746368
"Block Group 1, Census Tract 4.02, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000402> block group:1",1500000US370630004021,0.03745108999441028
"Block Group 2, Census Tract 23, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002300> block group:2",1500000US370630023002,0.5056818181818182
"Block Group 3, Census Tract 20.28, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002028> block group:3",1500000US370630020283,0.08917835671342686
"Block Group 1, Census Tract 23, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002300> block group:1",1500000US370630023001,0.09065934065934066
"Block Group 1, Census Tract 9801, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:980100> block group:1",1500000US370639801001,
"Block Group 2, Census Tract 20.19, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002019> block group:2",1500000US370630020192,0.0344311377245509
"Block Group 1, Census Tract 20.19, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002019> block group:1",1500000US370630020191,0.08398950131233596
"Block Group 3, Census Tract 20.19, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002019> block group:3",1500000US370630020193,0.1130952380952381
"Block Group 1, Census Tract 22, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002200> block group:1",1500000US370630022001,0.131373725254949
"Block Group 2, Census Tract 20.20, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002020> block group:2",1500000US370630020202,0.04650373387644263
"Block Group 1, Census Tract 20.20, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002020> block group:1",1500000US370630020201,0.025307302964569775
"Block Group 1, Census Tract 20.26, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002026> block group:1",1500000US370630020261,0.17693836978131214
"Block Group 2, Census Tract 20.26, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002026> block group:2",1500000US370630020262,0.09564541213063764
"Block Group 2, Census Tract 20.27, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002027> block group:2",1500000US370630020272,0.17085698837523655
"Block Group 3, Census Tract 20.27, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002027> block group:3",1500000US370630020273,0.1603331598125976
"Block Group 2, Census Tract 17.06, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001706> block group:2",1500000US370630017062,0.14110929853181076
"Block Group 3, Census Tract 20.15, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002015> block group:3",1500000US370630020153,0.029239766081871343
"Block Group 2, Census Tract 1.02, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000102> block group:2",1500000US370630001022,0.27202323330106487
"Block Group 3, Census Tract 20.09, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002009> block group:3",1500000US370630020093,0.21898496240601503
"Block Group 2, Census Tract 20.09, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002009> block group:2",1500000US370630020092,0.29472140762463345
"Block Group 1, Census Tract 2, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000200> block group:1",1500000US370630002001,0.5365591397849462
"Block Group 2, Census Tract 2, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000200> block group:2",1500000US370630002002,0.3795811518324607
"Block Group 3, Census Tract 2, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:000200> block group:3",1500000US370630002003,0.3081395348837209
"Block Group 1, Census Tract 16.04, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001604> block group:1",1500000US370630016041,0.1
"Block Group 2, Census Tract 16.04, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001604> block group:2",1500000US370630016042,0.01593625498007968
"Block Group 3, Census Tract 16.04, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001604> block group:3",1500000US370630016043,0.0
"Block Group 1, Census Tract 17.06, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001706> block group:1",1500000US370630017061,0.17582878724297105
"Block Group 3, Census Tract 17.07, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001707> block group:3",1500000US370630017073,0.0
"Block Group 1, Census Tract 17.07, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001707> block group:1",1500000US370630017071,0.15789473684210525
"Block Group 2, Census Tract 17.07, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001707> block group:2",1500000US370630017072,0.1384335154826958
"Block Group 3, Census Tract 10.01, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001001> block group:3",1500000US370630010013,0.4510416666666667
"Block Group 1, Census Tract 20.16, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:002016> block group:1",1500000US370630020161,0.40817105765559375
"Block Group 1, Census Tract 10.01, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001001> block group:1",1500000US370630010011,0.5062695924764891
"Block Group 2, Census Tract 10.01, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001001> block group:2",1500000US370630010012,0.28587962962962965
"Block Group 1, Census Tract 10.02, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001002> block group:1",1500000US370630010021,0.5651567944250872
"Block Group 4, Census Tract 18.02, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001802> block group:4",1500000US370630018024,0.6718972895863052
"Block Group 3, Census Tract 15.02, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001502> block group:3",1500000US370630015023,0.23393939393939395
"Block Group 4, Census Tract 15.02, Durham County, North Carolina: Summary level: 150, state:37> county:063> tract:001502> block group:4",1500000US370630015024,0.3673469387755102
