,merge,PopDen,PerW,PerAA,SexR,PerR,per_30to74,total__diabetic__per_sq_mi,actual_diabetic__poor_control_rate
0,370630001011,1910.1660648145942,0.533235938641344,0.3418553688823959,0.6838868388683887,0.4662212323682257,0.6245434623813003,145.06534580000002,0.027472527000000004
1,370630001012,2846.034613546416,0.18005865102639296,0.5560117302052786,0.9597701149425288,0.3726303317535545,0.5847507331378299,391.7162204,0.056956876
2,370630001021,4700.6010893643015,0.5768965517241379,0.37655172413793103,1.027972027972028,0.7593103448275862,0.5279310344827586,310.1381588,0.034909091
3,370630001022,1735.6908321919157,0.6407407407407407,0.19197530864197526,0.995073891625616,0.5246132208157525,0.5901234567901235,177.1487304,0.037306642
4,370630002001,1849.3959510650448,0.4393939393939394,0.3606060606060606,0.91027496382055,0.8531746031746031,0.5174242424242423,145.66381819999998,0.041481481
5,370630002002,5260.927803806222,0.4936708860759494,0.40311587147030187,1.3995327102803736,0.5995085995085995,0.6027263875365142,420.9932569,0.033123028
6,370630002003,3773.415601505914,0.9567901234567902,0.038065843621399184,1.2293577981651376,0.3878406708595388,0.6141975308641976,176.81951750000002,0.018151815
7,370630003011,3187.622416788699,0.4344569288389513,0.5056179775280899,0.8936170212765958,0.8192090395480226,0.5599250936329588,247.19783399999997,0.033492823
8,370630003012,7554.540462271184,0.4934895833333333,0.4322916666666667,0.949238578680203,0.6145833333333334,0.6263020833333335,672.0507295,0.047058824000000006
9,370630003013,7730.752788280859,0.8056265984654731,0.11381074168797956,1.0687830687830688,0.6735751295336787,0.4654731457800511,362.1783819,0.015936255
10,370630003021,4192.564059030298,0.781947261663286,0.07606490872210954,0.783001808318264,0.15010141987829614,0.7038539553752536,143.1488311,0.007561437
11,370630003022,5358.175302873456,0.8417653390742734,0.10118406889128097,0.7628083491461101,0.4703982777179763,0.5855758880516685,319.8122275,0.027070063999999998
12,370630003023,5831.480859745793,0.8053511705685619,0.09163879598662207,0.7363530778164924,0.6657700067249496,0.5070234113712373,274.2213902,0.013631938
13,370630004011,1709.0135812830426,0.9339622641509434,0.04599056603773585,0.8678414096916299,0.2346698113207547,0.6615566037735848,115.68961609999998,0.021052632
14,370630004012,4062.504905013025,0.9545454545454546,0.007867132867132868,0.9792387543252596,0.19910714285714284,0.5804195804195803,87.90517129999999,0.012383901000000001
15,370630004013,1814.7987625492167,0.8851282051282051,0.04717948717948718,1.2159090909090908,0.2697435897435897,0.6297435897435897,64.69169111,0.013645224
16,370630004021,3785.008500725817,0.8294314381270903,0.04300047778308648,0.9952335557673976,0.6693741041567128,0.3827042522694696,137.87776350000001,0.011413043000000001
17,370630005001,2900.952076743534,0.5913654618473896,0.23493975903614456,1.2896551724137932,0.9655172413793104,0.08534136546184737,60.56273644,0.0
18,370630005002,2938.327243960246,0.6616257088846881,0.27599243856332706,1.3303964757709252,0.5519848771266541,0.6181474480151229,203.49362490000001,0.027027027000000002
19,370630005003,6428.513726362254,0.2281219272369715,0.5899705014749262,1.348729792147806,0.7404129793510325,0.4277286135693215,582.0718784,0.031296572
20,370630005004,8884.592558970366,0.33722358722358725,0.6554054054054054,1.0375469336670842,0.8022113022113022,0.4582309582309583,653.8409789,0.051724137999999996
21,370630006001,4182.798359455809,0.5462097611630322,0.3115264797507788,1.2104055087987757,0.6284259984338293,0.5919003115264797,235.10715699999997,0.021498771
22,370630006002,3478.115445427729,0.63314630988347,0.22140699179974105,1.0165361183637946,0.6283987915407855,0.5912818299525248,193.2255449,0.034285714
23,370630006003,372.037173108798,0.8181818181818182,0.07007575757575757,0.7777777777777778,0.0625,0.7575757575757577,18.83735193,0.009784736
24,370630007001,2702.2470401542964,0.7268041237113402,0.21237113402061852,1.266355140186916,0.5909580193756727,0.5494845360824743,256.5312962,0.02240566
25,370630007002,2520.231467423179,0.6880664652567976,0.2484894259818731,1.0,0.3700906344410877,0.5921450151057402,103.6616472,0.015781923
26,370630007003,3370.4390019099237,0.4300482425913164,0.4135079255685734,1.0013793103448276,0.3762922122674018,0.6560992419021365,144.89779240000001,0.013636364
27,370630009001,5437.745069283464,0.3829201101928375,0.5022956841138659,1.3881578947368418,0.8191000918273645,0.5730027548209365,558.6940628,0.06909788900000001
28,370630009002,5212.1424769192545,0.19705882352941176,0.7009803921568627,0.9883040935672516,0.8872549019607843,0.4647058823529411,662.8145369,0.064083458
29,370630010011,4526.81147479114,0.41855203619909503,0.415158371040724,0.9134199134199136,0.7058823529411765,0.6481900452488687,664.2251992,0.05984252
30,370630010012,5988.208603085283,0.10541310541310543,0.6488603988603988,0.9050203527815468,0.7991452991452992,0.5334757834757835,603.9058517999999,0.046285018
31,370630010013,3337.9661126062097,0.0806345009914078,0.8625247851949769,0.6445652173913045,0.6580172987358616,0.5333773959021811,408.49553010000005,0.046758767
32,370630010021,3976.763304251397,0.5255445544554456,0.2760396039603961,0.7294520547945206,0.8071287128712872,0.4443564356435644,499.02567710000005,0.049493813
33,370630010022,3155.2316020818184,0.12488605287146765,0.7629899726526892,0.6496240601503759,0.5115848007414272,0.5077484047402006,284.7921489,0.060869565
34,370630010023,5824.8394109661085,0.2616822429906542,0.6101468624833111,1.2560240963855422,0.8854447439353099,0.684913217623498,693.0242545,0.056390977
35,370630010024,9638.035278366786,0.567351598173516,0.2734018264840183,0.9252747252747252,0.6015981735159818,0.4897260273972602,789.817638,0.054054054000000004
36,370630011001,7745.463795553548,0.31758034026465026,0.5855387523629489,0.9849906191369606,0.7868120971740208,0.5122873345935728,1047.450788,0.050552005
37,370630011002,4924.501319094829,0.2345301757066463,0.6363636363636364,1.3168141592920355,0.8797678275290216,0.5645530939648586,800.8745025000001,0.047024952
38,370630013011,4905.612523694171,0.06791907514450866,0.8323699421965318,0.8602150537634409,0.7438316400580551,0.4602601156069364,547.4985874,0.049668874
39,370630013031,7279.005201760823,0.0913126188966392,0.8341788205453392,0.5355404089581305,0.7384356602186711,0.1987951807228916,374.7631159,0.04004329
40,370630013032,3383.909459623292,0.018292682926829267,0.9817073170731708,0.5138461538461538,0.6483739837398373,0.6178861788617885,592.481063,0.058201058
41,370630013041,4949.732278715767,0.08169440242057488,0.7288956127080182,0.9148319814600232,0.8477064220183487,0.4384266263237518,465.63040939999996,0.046717918
43,370630014002,3494.640508721368,0.08156943727413526,0.8327310273618999,0.7738095238095238,0.8964803312629399,0.32627774909654106,334.05425089999994,0.052518757
45,370630015021,8350.826066429021,0.4648724222299895,0.35721775602936034,1.0944363103953147,0.9850187265917604,0.41279272981475,508.662085,0.027289266
47,370630015023,5888.051588929535,0.2146951537258989,0.2688900468994268,0.6005004170141784,1.0,0.4043772798332465,209.6290145,0.008681926
50,370630016011,249.33246310137423,0.6626344086021505,0.2405913978494624,0.9893048128342246,0.05869405722670579,0.5685483870967742,17.91903864,0.016216216000000002
51,370630016012,1290.527162772359,0.538229072227259,0.3723179208220006,0.9637982195845696,0.038682381384103966,0.5478996675732849,105.81166780000001,0.023572551
52,370630016013,681.4728133421847,0.8125,0.1875,0.5358444714459295,0.22943037974683544,0.7041139240506329,102.49838309999998,0.024475524
53,370630016031,776.0923269017347,0.9261744966442952,0.0738255033557047,0.9225806451612903,0.18624161073825504,0.5083892617449666,79.94120426,0.024154589
54,370630016032,1431.4763598309335,0.6157525510204082,0.2704081632653061,0.7747594793435201,0.11256377551020408,0.5408163265306122,105.7639659,0.014667365
55,370630016033,675.4105554925243,0.7208,0.1912,1.1853146853146852,0.09397590361445783,0.6072,83.46378827,0.032
57,370630016041,969.1553332464348,0.8599785407725322,0.06545064377682404,0.7518796992481204,0.1206896551724138,0.6502145922746781,93.69697649,0.016176471
58,370630016042,1006.9242910356952,0.8439410284070479,0.1197411003236246,0.846613545816733,0.04602660913340525,0.668824163969795,67.40120987,0.009320175
59,370630016043,420.0990113569642,0.5804853888063398,0.2842991579990094,0.7168367346938775,0.06092124814264487,0.5522535908865776,32.96478243,0.015232975
60,370630017051,1737.4553849170968,0.6453744493392071,0.3487518355359765,0.5150166852057841,0.4520446096654275,0.5249632892804699,175.573976,0.021317829
61,370630017052,1911.3698040911124,0.5869832173557102,0.3479328694228408,0.8354620586025544,0.3964667214461791,0.3995088006549325,136.67938080000002,0.017818959
62,370630017053,1708.1223778183282,0.5104091888011486,0.2541277817659727,0.5546875,0.7316896301667876,0.5936826992103375,155.4536013,0.030232558
63,370630017061,2024.581191521623,0.5673846153846154,0.2347692307692308,1.1768251841929005,0.5384615384615384,0.4796923076923078,85.12108635,0.016025641
64,370630017062,2552.616798707936,0.5657276995305164,0.29107981220657275,0.6989032901296113,0.5680612846199175,0.5874413145539905,163.16062639999998,0.016975308999999997
65,370630017071,1454.81165991971,0.7731434384537131,0.0671414038657172,0.6661016949152542,0.0430327868852459,0.5829094608341812,136.28399819999998,0.014304291
66,370630017072,1129.3642401828965,0.7592891760904685,0.06408185245018848,0.8795546558704453,0.4183783783783784,0.6462035541195477,80.81980751,0.017985611999999998
68,370630017074,924.247692348803,0.9602510460251046,0.004707112970711297,0.7902621722846441,0.08832807570977919,0.6825313807531379,67.96712579999999,0.017073171
69,370630017075,1048.4226582013357,0.899284862932062,0.07926102502979737,0.7552301255230125,0.42675967025998734,0.5023837902264601,58.15431279,0.002411576
70,370630017081,2261.49248341139,0.2601339443073669,0.6887557278815649,0.7610180012414649,0.2985179957657022,0.5051110327811068,212.32369069999996,0.044170891
71,370630017091,2621.6754047728477,0.0009727626459143967,0.9990272373540856,1.0601202404809618,0.4926686217008798,0.3891050583657588,411.6062507,0.061377245999999996
72,370630017092,2904.824551331052,0.0,0.9205882352941176,0.9391634980988592,0.4598039215686274,0.469607843137255,442.7181589,0.054676259000000005
73,370630017093,1987.015501372709,0.3075030750307503,0.5981959819598196,0.6739876458476322,0.8642209572000843,0.47621976219762197,189.25928169999997,0.045179508
74,370630017101,2673.2005042747187,0.4881889763779528,0.43996062992125984,0.8653610771113831,0.4353250164149705,0.4698162729658793,215.13811370000002,0.028395062000000002
75,370630017102,4091.23347924644,0.3567208271787297,0.5206794682422452,0.9454022988505748,0.6557377049180327,0.5827178729689807,368.0020052,0.029958678
76,370630017111,1446.1867090086032,0.4515625,0.23359375,0.9364599092284418,0.68359375,0.7085937500000001,123.06029850000002,0.027576197
77,370630017112,5606.185505078282,0.2751351351351352,0.6405405405405405,0.6415261756876663,0.9378378378378378,0.3891891891891892,369.0716138,0.038245219
78,370630017113,5197.810239383343,0.3633540372670808,0.4559006211180125,0.8634259259259259,0.8254658385093168,0.5124223602484472,450.73708110000007,0.033264033
79,370630018011,978.1430044298932,0.4,0.5575931232091691,1.117718446601942,0.0995397008055236,0.6412607449856733,111.5603199,0.032626427
80,370630018012,1915.8442610842346,0.31424581005586594,0.276536312849162,1.4026845637583891,0.2936170212765957,0.7472067039106146,182.8109146,0.029147982000000003
81,370630018013,909.2241478024997,0.273302172119879,0.6450371185042617,0.9532760472610098,0.1415977961432507,0.4676931536981028,80.44888952,0.036455412
82,370630018014,490.2992617868883,0.5859546452084857,0.3043160204828091,1.2974789915966387,0.26115581565471835,0.6210680321872715,47.2336961,0.042007000999999995
84,370630018021,1728.2299188921,0.268371904181892,0.6443361753958587,0.8787185354691075,0.3525773195876289,0.5542021924482339,165.3391322,0.050077042
85,370630018022,5523.5144477524145,0.3048727899956878,0.6304441569642087,0.6828737300435413,0.7093574816731351,0.4786545924967659,358.59810739999995,0.046121592999999995
86,370630018023,2135.195164518896,0.2258064516129032,0.6818181818181818,0.705,0.4589920948616601,0.5303030303030303,269.6965067,0.045123725999999996
87,370630018024,1756.6715502736338,0.5728937728937729,0.16336996336996334,0.9389204545454544,0.6021978021978022,0.4717948717948718,112.1353848,0.038314176
88,370630018061,185.4196512620896,1.0,0.0,1.0365384615384616,0.25684608120868746,0.6416430594900849,14.2063454,0.021198157000000002
89,370630018062,1147.260577311566,0.2508532423208191,0.7235494880546075,0.9033698741372309,0.194777397260274,0.5644197952218432,87.2334017,0.032083333
90,370630018071,2765.628040323603,0.4565280604826985,0.4489677231753417,0.8341333333333333,0.3908184838417397,0.5676068624600175,200.6616746,0.037240537000000004
91,370630018072,2697.0103166581025,0.27843758247558725,0.5735022433359726,0.8528117359413203,0.2035069075451647,0.5954077593032463,235.40076839999998,0.031956735
92,370630018073,2404.4158870071437,0.33111480865224624,0.5915141430948421,0.8810641627543035,0.15515806988352746,0.6127287853577371,288.1852795,0.036352801000000004
93,370630018081,2043.2701587631452,0.4617304492512479,0.4642262895174709,0.7458242556281771,0.024958402662229616,0.6127287853577371,160.7404321,0.023218575
94,370630018082,1080.4130803565547,0.4707648546144122,0.3971238938053097,1.064600326264274,0.11757269279393172,0.5760113780025283,71.17151978,0.01915403
95,370630018091,1099.4070045784272,0.36627723397537104,0.5642563940637828,0.9101326899879372,0.6989213197969543,0.5209977897063466,69.77597332,0.033526012
96,370630018092,1494.8254132343634,0.5467677862044059,0.3770314192849405,0.8325612177365983,0.31596091205211724,0.4972914409534128,102.0654095,0.024865591
97,370630019001,107.18274237820792,0.8312629399585921,0.08281573498964802,0.7188612099644128,0.10973084886128363,0.7236024844720498,24.73514242,0.017940199
99,370630020071,2949.3103211302882,0.7492522432701895,0.2357926221335992,1.003996003996004,0.15254237288135594,0.7557328015952144,197.9837378,0.01557377
100,370630020072,1858.5349288233072,0.5431323283082077,0.3869346733668342,1.2131603336422614,0.2796901893287436,0.5607202680067002,135.6275787,0.018181818
101,370630020073,2181.571176366017,0.3637532133676093,0.39331619537275053,0.8746987951807229,0.08258064516129032,0.7506426735218509,255.4335591,0.025408347999999997
103,370630020082,1907.6062552955468,0.8763026733121885,0.044404168554599006,1.0416281221091583,0.044404168554599006,0.6497507929315812,77.02425433,0.007086614000000001
104,370630020091,1146.4863331761387,0.17269076305220885,0.8038821954484605,0.7892215568862276,0.4086021505376344,0.5113788487282463,199.0770374,0.041530945
105,370630020092,1865.795486990936,0.2270491803278689,0.6196721311475409,0.9365079365079364,0.4185855263157895,0.6024590163934427,234.7126466,0.041891892
106,370630020093,2066.290222614963,0.11292073832790445,0.7817589576547231,1.0043525571273122,0.3897659227000545,0.5955483170466884,303.2248111,0.049795918
107,370630020131,2092.897282171064,0.4893617021276596,0.4346504559270517,1.0277349768875192,0.2188449848024316,0.6808510638297873,231.4750169,0.018329939
108,370630020132,1757.5045068599366,0.7137137137137137,0.26426426426426425,1.0812499999999998,0.3893893893893894,0.7047047047047048,132.3848824,0.016227181
109,370630020133,2404.3785908455397,0.7242026266416509,0.1449343339587242,0.8253424657534246,0.22185741088180114,0.600375234521576,141.81173330000001,0.015653775
110,370630020151,6110.789236429288,0.6606319947333772,0.28011849901250824,0.9227848101265824,0.7597079322933953,0.5049374588545095,268.87154419999996,0.025365104
111,370630020152,4284.8792893813215,0.5484966052376333,0.2192046556741028,0.5984496124031008,0.8923375363724539,0.4175557710960232,273.65458110000003,0.02715655
112,370630020153,1455.7687100971154,0.6524926686217009,0.1627565982404692,0.7397959183673469,0.9004815409309791,0.2404692082111437,109.90395120000001,0.0
113,370630020161,6382.794221046156,0.3448690941919952,0.3876015648510382,1.231699126930826,0.990370147457117,0.5479987962684322,296.69191,0.02
114,370630020162,4293.328367460052,0.6065699006875478,0.24675324675324675,1.0565593087195602,0.8896103896103896,0.4682964094728801,160.7534811,0.019516729
115,370630020171,558.647539373449,0.8182194616977225,0.014492753623188406,1.0518266779949024,0.08281573498964802,0.5838509316770186,26.52715453,0.0059988
116,370630020172,1406.3478226305883,0.8051441932969603,0.09353078721745907,1.1419031719532555,0.1441932969602494,0.6375681995323461,100.9373069,0.012633625
117,370630020173,1669.0308823681303,0.7250525210084033,0.09900210084033613,0.7516099356025759,0.5328409390662094,0.5493697478991596,73.06834685,0.0056737590000000004
118,370630020181,3816.7737474885853,0.8967456809963841,0.0297308155885898,0.9399844115354636,0.31860184813177983,0.5142627561269586,41.30895783,0.008984726
119,370630020182,2157.215971635473,0.4469597262437484,0.36983416688602266,0.8853598014888338,0.6590007930214116,0.4851276651750461,76.46498118,0.016613419
120,370630020183,941.3175327111467,0.8149076103977451,0.07860945818979016,0.8456647398843932,0.14666248824819805,0.631381146257438,35.90376565,0.00571066
121,370630020191,706.0846042290117,0.762825278810409,0.1933085501858736,0.915954415954416,0.6007434944237918,0.5650557620817844,12.99545428,0.005870841
122,370630020192,408.65913905133783,0.8160403813796971,0.029164329781267526,1.0192525481313703,0.5215928210880538,0.4705552439708357,7.02740676,0.011009173999999998
123,370630020193,1246.9909483463312,0.7983635300993571,0.15020455873758035,0.8577633007600435,0.1011104617182934,0.625365283459965,35.3602139,0.0067567569999999995
124,370630020201,811.8138546065115,0.7431355181576617,0.09211691762621788,0.8769742310889443,0.09698848538529672,0.5806023029229407,23.49394813,0.007400555
126,370630020211,1651.7611318731415,0.6173967853766152,0.21178695241096754,0.7549778761061946,0.6653009769933816,0.5414434289316103,68.55265681,0.011560694
127,370630020212,2984.833100246099,0.5901374292643492,0.3459983831851253,1.2655677655677655,0.2656376929325752,0.5723524656426839,205.46810280000003,0.023255814
128,370630020221,4969.391749831359,0.3271344040574809,0.6077768385460693,0.7009345794392523,0.7844463229078613,0.5604395604395604,218.3604788,0.017495396
129,370630020222,4310.4067478142715,0.7077464788732394,0.1641725352112676,0.8263665594855306,0.3328912466843501,0.6016725352112675,266.74439590000003,0.018455229
130,370630020231,3945.0038634076614,0.7662889518413598,0.14589235127478753,1.0316546762589929,0.5297450424929179,0.618271954674221,110.65462079999999,0.008
131,370630020232,3356.8399135569903,0.653781512605042,0.15798319327731092,1.033029612756264,0.3693528693528694,0.5686274509803921,169.44565269999998,0.008247423
132,370630020241,3581.1497203348054,0.6833058629620908,0.2086178478926301,0.9044843049327356,0.19590299034612668,0.6272663056275016,182.8445321,0.010688836
133,370630020242,5158.853386097268,0.7134302822925578,0.2018819503849444,1.0401396160558465,0.3592814371257485,0.6663815226689478,227.21627059999997,0.004491018
134,370630020243,3968.37923477777,0.8101983002832861,0.12181303116147307,0.7768456375838927,0.3550519357884797,0.5986779981114259,285.69928210000006,0.01142132
135,370630020251,3227.121813889332,0.3312839059674503,0.4585895117540687,0.8457943925233645,0.12944162436548226,0.64376130198915,228.8146434,0.024962178999999998
136,370630020252,3246.811924971294,0.5195353748680043,0.4544174586413235,0.8715415019762845,0.4178106300598381,0.54839845124956,220.6573067,0.02614841
137,370630020253,2217.8148689317363,0.523876404494382,0.3813202247191011,0.9641379310344828,0.19732205778717407,0.5617977528089886,134.1627144,0.019390582
138,370630020261,4257.652942757997,0.24891347293559854,0.7123666534966416,0.7539847539847541,0.4667727815360128,0.5266693006716713,439.72564050000005,0.045347927999999996
139,370630020262,2362.169975136111,0.09455958549222797,0.6987046632124352,0.8584496870486278,0.6722425509670674,0.4134715025906737,177.5377544,0.030845771
140,370630020271,438.96354617545074,0.4338051623646961,0.3222314737718568,1.0218855218855218,0.1357202331390508,0.6977518734388011,59.71382895,0.023868313
141,370630020272,1729.8934350527645,0.3819822888283379,0.5277588555858309,0.6554835071891739,0.6913243565706494,0.42336512261580383,82.11690291,0.01999216
142,370630020273,7543.380804885377,0.24314606741573036,0.6040449438202247,1.1878072763028515,0.9847191011235956,0.4431460674157304,245.04977639999998,0.025065962999999997
143,370630020281,621.1356649573328,0.5420526120785476,0.2986291218969989,0.9417266187050359,0.19266394961096706,0.5998517969618379,38.96509972,0.019794721
144,370630020282,6602.0084910091,0.3776775648252537,0.5636978579481398,0.7024952015355086,0.9165727170236752,0.5152198421645997,196.3644515,0.018867925
145,370630020283,945.8844829559146,0.4410603496897913,0.2789058093626621,1.1132300357568534,0.6331077270163564,0.6714608009024253,38.78390136,0.011083123
146,370630021001,120.76812966669368,0.8162431941923775,0.161978221415608,1.0464252553389044,0.039927404718693285,0.6973684210526316,10.58016406,0.013930951
149,370630022001,3624.6220586545533,0.5703669298653042,0.3706456107756619,0.9223214285714286,0.7171470444553004,0.4784022294472829,140.0240337,0.016884114
151,370630023002,1267.974560697824,0.1056338028169014,0.6514084507042254,1.2903225806451617,1.0,0.471830985915493,229.87876319999998,0.0433213
